Year,Sex,Region,Agegroup,Pop_EndOfYear,Pop_MidYear
1971,1,62,01,55449,55642
1971,1,62,02,56900,56145
1971,1,62,03,48390,48294
1971,1,62,04,48457,48519
1971,1,62,05,62283,64421
1971,1,62,06,77410,75933
1971,1,62,07,56174,54970
1971,1,62,08,45009,44765
1971,1,62,09,43824,44198
1971,1,62,10,48797,49879
1971,1,62,11,50439,49619
1971,1,62,12,44063,44198
1971,1,62,13,39618,39193
1971,1,62,14,28922,28584
1971,1,62,15,20067,19818
1971,1,62,16,12723,12662
1971,1,62,17,6877,6796
1971,1,62,18,2748,2665
1971,1,62,21,724,712
1971,1,63,01,50482,50819
1971,1,63,02,52085,51210
1971,1,63,03,46109,46100
1971,1,63,04,48041,48227
1971,1,63,05,54945,55867
1971,1,63,06,58852,57575
1971,1,63,07,45246,44660
1971,1,63,08,39993,39812
1971,1,63,09,40998,41259
1971,1,63,10,43922,44519
1971,1,63,11,45156,44754
1971,1,63,12,43532,43783
1971,1,63,13,41782,41534
1971,1,63,14,34431,33976
1971,1,63,15,25905,25670
1971,1,63,16,17091,16850
1971,1,63,17,9827,9771
1971,1,63,18,4609,4509
1971,1,63,21,1462,1473
1971,1,64,01,33790,34155
1971,1,64,02,35393,34791
1971,1,64,03,31663,31938
1971,1,64,04,33377,33493
1971,1,64,05,36305,37091
1971,1,64,06,36397,35563
1971,1,64,07,27888,27656
1971,1,64,08,24945,25002
1971,1,64,09,26230,26495
1971,1,64,10,28857,29382
1971,1,64,11,30893,30752
1971,1,64,12,29866,30071
1971,1,64,13,28845,28700
1971,1,64,14,23810,23697
1971,1,64,15,18094,17840
1971,1,64,16,11773,11592
1971,1,64,17,6591,6530
1971,1,64,18,2726,2689
1971,1,64,21,808,787
1971,1,65,01,66363,67259
1971,1,65,02,70578,69620
1971,1,65,03,63023,63294
1971,1,65,04,65194,65498
1971,1,65,05,73801,75450
1971,1,65,06,75842,74026
1971,1,65,07,57394,56545
1971,1,65,08,49969,50016
1971,1,65,09,52807,53215
1971,1,65,10,57651,58954
1971,1,65,11,62086,61530
1971,1,65,12,58667,59082
1971,1,65,13,56857,56607
1971,1,65,14,46835,46602
1971,1,65,15,35930,35514
1971,1,65,16,23654,23380
1971,1,65,17,12665,12577
1971,1,65,18,5173,5106
1971,1,65,21,1451,1404
1971,1,66,01,54480,54886
1971,1,66,02,55722,54822
1971,1,66,03,49171,49246
1971,1,66,04,50439,50526
1971,1,66,05,59717,60867
1971,1,66,06,63022,61499
1971,1,66,07,47505,46842
1971,1,66,08,41339,41240
1971,1,66,09,42654,43015
1971,1,66,10,46540,47372
1971,1,66,11,48081,47481
1971,1,66,12,45147,45303
1971,1,66,13,42376,42207
1971,1,66,14,34595,34203
1971,1,66,15,26297,26040
1971,1,66,16,17594,17315
1971,1,66,17,9508,9472
1971,1,66,18,3992,3869
1971,1,66,21,1133,1110
1971,2,61,01,28809,29242
1971,2,61,02,31641,31249
1971,2,61,03,30432,30797
1971,2,61,04,32246,32239
1971,2,61,05,31181,31624
1971,2,61,06,30436,29739
1971,2,61,07,25741,25677
1971,2,61,08,24928,25007
1971,2,61,09,26461,26542
1971,2,61,10,27840,28305
1971,2,61,11,28455,28237
1971,2,61,12,27592,27605
1971,2,61,13,26020,25962
1971,2,61,14,22982,22933
1971,2,61,15,18467,18111
1971,2,61,16,12505,12302
1971,2,61,17,7253,7056
1971,2,61,18,2871,2766
1971,2,61,21,860,835
1971,2,62,01,53256,53359
1971,2,62,02,54081,53344
1971,2,62,03,45918,45864
1971,2,62,04,47728,47971
1971,2,62,05,66130,67933
1971,2,62,06,74366,72508
1971,2,62,07,51401,50313
1971,2,62,08,42426,42311
1971,2,62,09,44012,44423
1971,2,62,10,50112,51316
1971,2,62,11,53123,52276
1971,2,62,12,48681,48973
1971,2,62,13,46964,46787
1971,2,62,14,38582,38158
1971,2,62,15,30727,30314
1971,2,62,16,22357,22189
1971,2,62,17,13740,13429
1971,2,62,18,6045,5777
1971,2,62,21,1845,1792
1971,2,63,01,47242,47656
1971,2,63,02,49333,48474
1971,2,63,03,43911,43814
1971,2,63,04,45784,46162
1971,2,63,05,53005,53707
1971,2,63,06,54454,53065
1971,2,63,07,42003,41593
1971,2,63,08,38293,38196
1971,2,63,09,40821,41107
1971,2,63,10,43927,44389
1971,2,63,11,44788,44338
1971,2,63,12,44070,44250
1971,2,63,13,43534,43462
1971,2,63,14,38868,38418
1971,2,63,15,31771,31325
1971,2,63,16,23318,23000
1971,2,63,17,14452,14335
1971,2,63,18,7195,6995
1971,2,63,21,2449,2377
1971,2,64,01,31890,32322
1971,2,64,02,33592,33090
1971,2,64,03,30269,30426
1971,2,64,04,31714,31919
1971,2,64,05,34156,34759
1971,2,64,06,33458,32693
1971,2,64,07,26605,26403
1971,2,64,08,24680,24794
1971,2,64,09,26459,26647
1971,2,64,10,28911,29419
1971,2,64,11,30559,30261
1971,2,64,12,29373,29437
1971,2,64,13,28917,28905
1971,2,64,14,25793,25625
1971,2,64,15,21091,20714
1971,2,64,16,14746,14566
1971,2,64,17,8764,8591
1971,2,64,18,3725,3620
1971,2,64,21,1177,1145
1971,2,65,01,62691,63290
1971,2,65,02,67052,66210
1971,2,65,03,59975,59988
1971,2,65,04,61601,61876
1971,2,65,05,68625,69916
1971,2,65,06,70565,68802
1971,2,65,07,53437,52782
1971,2,65,08,48483,48591
1971,2,65,09,52237,52667
1971,2,65,10,57268,58402
1971,2,65,11,61455,60875
1971,2,65,12,57956,58190
1971,2,65,13,57131,56894
1971,2,65,14,50517,50216
1971,2,65,15,41461,40925
1971,2,65,16,29666,29269
1971,2,65,17,17107,16725
1971,2,65,18,7192,7030
1971,2,65,21,2278,2217
1971,2,66,01,51708,52160
1971,2,66,02,52802,51896
1971,2,66,03,46501,46488
1971,2,66,04,48044,48105
1971,2,66,05,56957,57739
1971,2,66,06,57533,55896
1971,2,66,07,43439,43070
1971,2,66,08,39664,39679
1971,2,66,09,41430,41763
1971,2,66,10,45742,46490
1971,2,66,11,47819,47248
1971,2,66,12,45734,45969
1971,2,66,13,44326,43973
1971,2,66,14,38510,38207
1971,2,66,15,31530,31186
1971,2,66,16,23040,22695
1971,2,66,17,13680,13489
1971,2,66,18,6138,5908
1971,2,66,21,1987,1917
1972,1,61,01,29637,29900
1972,1,61,02,34031,33681
1972,1,61,03,31951,32185
1972,1,61,04,34425,34625
1972,1,61,05,34878,35161
1972,1,61,06,34620,34083
1972,1,61,07,27045,26603
1972,1,61,08,25631,25617
1972,1,61,09,26629,26761
1972,1,61,10,28403,28750
1972,1,61,11,29953,29872
1972,1,61,12,28276,28483
1972,1,61,13,27329,27277
1972,1,61,14,22628,22435
1972,1,61,15,17187,17056
1972,1,61,16,10974,10870
1972,1,61,17,5875,5821
1972,1,61,18,2289,2251
1972,1,61,21,638,639
1972,1,62,01,55080,55265
1972,1,62,02,57547,57224
1972,1,62,03,48616,48503
1972,1,62,04,48119,48288
1972,1,62,05,58365,60324
1972,1,62,06,77341,77376
1972,1,62,07,58945,57560
1972,1,62,08,45297,45153
1972,1,62,09,43202,43513
1972,1,62,10,46931,47864
1972,1,62,11,50536,50488
1972,1,62,12,43751,43907
1972,1,62,13,40276,39947
1972,1,62,14,29732,29327
1972,1,62,15,20645,20356
1972,1,62,16,12858,12791
1972,1,62,17,6900,6889
1972,1,62,18,2892,2820
1972,1,62,21,747,736
1972,1,63,01,49476,49979
1972,1,63,02,53749,52917
1972,1,63,03,46288,46199
1972,1,63,04,47647,47844
1972,1,63,05,53055,54000
1972,1,63,06,59723,59288
1972,1,63,07,47322,46284
1972,1,63,08,40503,40248
1972,1,63,09,40518,40758
1972,1,63,10,43058,43490
1972,1,63,11,45438,45297
1972,1,63,12,42993,43263
1972,1,63,13,42134,41958
1972,1,63,14,35122,34777
1972,1,63,15,26461,26183
1972,1,63,16,17581,17336
1972,1,63,17,9866,9847
1972,1,63,18,4733,4671
1972,1,63,21,1475,1469
1972,1,64,01,33114,33452
1972,1,64,02,36211,35802
1972,1,64,03,31734,31699
1972,1,64,04,32931,33154
1972,1,64,05,35170,35738
1972,1,64,06,37268,36833
1972,1,64,07,29037,28463
1972,1,64,08,25185,25065
1972,1,64,09,25693,25962
1972,1,64,10,28160,28509
1972,1,64,11,30837,30865
1972,1,64,12,29306,29586
1972,1,64,13,29043,28944
1972,1,64,14,24121,23966
1972,1,64,15,18610,18352
1972,1,64,16,12000,11887
1972,1,64,17,6648,6620
1972,1,64,18,2820,2773
1972,1,64,21,819,814
1972,1,65,01,64511,65437
1972,1,65,02,71764,71171
1972,1,65,03,63277,63150
1972,1,65,04,64438,64816
1972,1,65,05,70387,72094
1972,1,65,06,77276,76559
1972,1,65,07,59677,58536
1972,1,65,08,49956,49963
1972,1,65,09,52019,52413
1972,1,65,10,55907,56779
1972,1,65,11,61938,62012
1972,1,65,12,57879,58273
1972,1,65,13,57120,56989
1972,1,65,14,47461,47148
1972,1,65,15,36729,36330
1972,1,65,16,24276,23965
1972,1,65,17,12728,12697
1972,1,65,18,5320,5247
1972,1,65,21,1492,1472
1972,1,66,01,53561,54021
1972,1,66,02,57172,56447
1972,1,66,03,49146,49159
1972,1,66,04,50236,50338
1972,1,66,05,57242,58480
1972,1,66,06,64053,63538
1972,1,66,07,49593,48549
1972,1,66,08,41630,41485
1972,1,66,09,42344,42499
1972,1,66,10,45307,45924
1972,1,66,11,48374,48228
1972,1,66,12,44528,44838
1972,1,66,13,42937,42657
1972,1,66,14,35287,34941
1972,1,66,15,26877,26587
1972,1,66,16,17889,17742
1972,1,66,17,9633,9571
1972,1,66,18,4162,4077
1972,1,66,21,1165,1149
1972,2,61,01,28464,28637
1972,2,61,02,32320,31981
1972,2,61,03,29953,30193
1972,2,61,04,32078,32162
1972,2,61,05,30409,30795
1972,2,61,06,31459,30948
1972,2,61,07,26312,26027
1972,2,61,08,24768,24848
1972,2,61,09,26297,26379
1972,2,61,10,27324,27582
1972,2,61,11,28671,28563
1972,2,61,12,27286,27439
1972,2,61,13,26284,26152
1972,2,61,14,23211,23097
1972,2,61,15,19122,18795
1972,2,61,16,12797,12651
1972,2,61,17,7486,7370
1972,2,61,18,2997,2934
1972,2,61,21,922,891
1972,2,62,01,52538,52897
1972,2,62,02,54637,54359
1972,2,62,03,46167,46043
1972,2,62,04,47126,47427
1972,2,62,05,62307,64219
1972,2,62,06,75554,74960
1972,2,62,07,54156,52779
1972,2,62,08,42722,42574
1972,2,62,09,43211,43612
1972,2,62,10,48253,49183
1972,2,62,11,53389,53256
1972,2,62,12,47880,48281
1972,2,62,13,47469,47217
1972,2,62,14,39570,39076
1972,2,62,15,31469,31098
1972,2,62,16,22684,22521
1972,2,62,17,14192,13966
1972,2,62,18,6389,6217
1972,2,62,21,1967,1906
1972,2,63,01,46739,46991
1972,2,63,02,50421,49877
1972,2,63,03,44086,43999
1972,2,63,04,45258,45521
1972,2,63,05,51515,52260
1972,2,63,06,55716,55085
1972,2,63,07,43775,42889
1972,2,63,08,38565,38429
1972,2,63,09,40482,40652
1972,2,63,10,43082,43505
1972,2,63,11,45159,44974
1972,2,63,12,43656,43863
1972,2,63,13,43831,43683
1972,2,63,14,39419,39144
1972,2,63,15,32591,32181
1972,2,63,16,23900,23609
1972,2,63,17,14842,14647
1972,2,63,18,7500,7348
1972,2,63,21,2552,2501
1972,2,64,01,31249,31570
1972,2,64,02,34320,33956
1972,2,64,03,30168,30219
1972,2,64,04,31443,31579
1972,2,64,05,33074,33615
1972,2,64,06,34431,33945
1972,2,64,07,27673,27139
1972,2,64,08,24575,24628
1972,2,64,09,26076,26268
1972,2,64,10,28260,28586
1972,2,64,11,30606,30583
1972,2,64,12,29149,29261
1972,2,64,13,28934,28926
1972,2,64,14,26224,26009
1972,2,64,15,21512,21302
1972,2,64,16,15305,15026
1972,2,64,17,8940,8852
1972,2,64,18,4032,3879
1972,2,64,21,1243,1210
1972,2,65,01,60753,61722
1972,2,65,02,68351,67702
1972,2,65,03,59874,59925
1972,2,65,04,61170,61386
1972,2,65,05,65933,67279
1972,2,65,06,72170,71368
1972,2,65,07,55681,54559
1972,2,65,08,48471,48477
1972,2,65,09,51395,51816
1972,2,65,10,55614,56441
1972,2,65,11,61685,61570
1972,2,65,12,57455,57706
1972,2,65,13,57439,57285
1972,2,65,14,50959,50738
1972,2,65,15,42815,42138
1972,2,65,16,30266,29966
1972,2,65,17,17673,17390
1972,2,65,18,7596,7394
1972,2,65,21,2329,2304
1972,2,66,01,51023,51366
1972,2,66,02,54104,53453
1972,2,66,03,46542,46522
1972,2,66,04,47836,47940
1972,2,66,05,55031,55994
1972,2,66,06,59061,58297
1972,2,66,07,45119,44279
1972,2,66,08,39721,39693
1972,2,66,09,41375,41403
1972,2,66,10,44366,45054
1972,2,66,11,47961,47890
1972,2,66,12,45379,45557
1972,2,66,13,44704,44515
1972,2,66,14,39089,38800
1972,2,66,15,32424,31977
1972,2,66,16,23567,23304
1972,2,66,17,14116,13898
1972,2,66,18,6546,6342
1972,2,66,21,2082,2035
1973,1,61,01,29335,29486
1973,1,61,02,34041,34036
1973,1,61,03,31923,31937
1973,1,61,04,33819,34122
1973,1,61,05,34149,34514
1973,1,61,06,35223,34922
1973,1,61,07,28605,27825
1973,1,61,08,25846,25739
1973,1,61,09,26102,26366
1973,1,61,10,27841,28122
1973,1,61,11,29973,29963
1973,1,61,12,27995,28136
1973,1,61,13,27324,27327
1973,1,61,14,23160,22894
1973,1,61,15,17491,17339
1973,1,61,16,11261,11118
1973,1,61,17,5986,5931
1973,1,61,18,2382,2336
1973,1,61,21,662,650
1973,1,62,01,54848,54964
1973,1,62,02,56479,57013
1973,1,62,03,49666,49141
1973,1,62,04,47729,47924
1973,1,62,05,55543,56954
1973,1,62,06,75436,76389
1973,1,62,07,62482,60714
1973,1,62,08,46601,45949
1973,1,62,09,42284,42743
1973,1,62,10,45450,46191
1973,1,62,11,50624,50580
1973,1,62,12,43502,43627
1973,1,62,13,40635,40456
1973,1,62,14,30667,30200
1973,1,62,15,21092,20869
1973,1,62,16,13156,13007
1973,1,62,17,7172,7036
1973,1,62,18,2905,2899
1973,1,62,21,774,761
1973,1,63,01,48955,49216
1973,1,63,02,53749,53749
1973,1,63,03,47151,46720
1973,1,63,04,47222,47435
1973,1,63,05,51523,52289
1973,1,63,06,59372,59548
1973,1,63,07,49623,48473
1973,1,63,08,41460,40982
1973,1,63,09,39768,40143
1973,1,63,10,42464,42761
1973,1,63,11,45931,45685
1973,1,63,12,42005,42499
1973,1,63,13,42268,42201
1973,1,63,14,36059,35591
1973,1,63,15,27024,26743
1973,1,63,16,18061,17821
1973,1,63,17,9955,9911
1973,1,63,18,4770,4752
1973,1,63,21,1605,1540
1973,1,64,01,32957,33036
1973,1,64,02,36098,36155
1973,1,64,03,32146,31940
1973,1,64,04,32713,32822
1973,1,64,05,33999,34585
1973,1,64,06,37467,37368
1973,1,64,07,30430,29734
1973,1,64,08,25720,25453
1973,1,64,09,25119,25406
1973,1,64,10,27321,27741
1973,1,64,11,30833,30835
1973,1,64,12,28801,29054
1973,1,64,13,28921,28982
1973,1,64,14,24693,24407
1973,1,64,15,18921,18766
1973,1,64,16,12284,12142
1973,1,64,17,6590,6619
1973,1,64,18,2924,2872
1973,1,64,21,842,831
1973,1,65,01,62989,63750
1973,1,65,02,71791,71778
1973,1,65,03,63964,63621
1973,1,65,04,63725,64082
1973,1,65,05,67577,68982
1973,1,65,06,77981,77629
1973,1,65,07,62569,61123
1973,1,65,08,51201,50579
1973,1,65,09,50803,51411
1973,1,65,10,54445,55176
1973,1,65,11,61891,61915
1973,1,65,12,57113,57496
1973,1,65,13,56971,57046
1973,1,65,14,48464,47963
1973,1,65,15,37297,37013
1973,1,65,16,24688,24482
1973,1,65,17,13095,12912
1973,1,65,18,5410,5365
1973,1,65,21,1543,1518
1973,1,66,01,52975,53268
1973,1,66,02,57089,57131
1973,1,66,03,50024,49585
1973,1,66,04,49925,50081
1973,1,66,05,55099,56171
1973,1,66,06,64224,64139
1973,1,66,07,52236,50915
1973,1,66,08,42678,42154
1973,1,66,09,41359,41852
1973,1,66,10,44267,44787
1973,1,66,11,48952,48663
1973,1,66,12,43870,44199
1973,1,66,13,43202,43070
1973,1,66,14,36118,35703
1973,1,66,15,27256,27067
1973,1,66,16,18462,18176
1973,1,66,17,9952,9793
1973,1,66,18,4206,4184
1973,1,66,21,1207,1186
1973,2,61,01,28183,28324
1973,2,61,02,32376,32348
1973,2,61,03,30060,30007
1973,2,61,04,31513,31796
1973,2,61,05,29681,30045
1973,2,61,06,31769,31614
1973,2,61,07,27544,26928
1973,2,61,08,25062,24915
1973,2,61,09,25682,25990
1973,2,61,10,27078,27201
1973,2,61,11,28762,28717
1973,2,61,12,27045,27166
1973,2,61,13,26488,26386
1973,2,61,14,23650,23431
1973,2,61,15,19468,19295
1973,2,61,16,13333,13065
1973,2,61,17,7729,7608
1973,2,61,18,3224,3111
1973,2,61,21,982,952
1973,2,62,01,52121,52330
1973,2,62,02,53969,54303
1973,2,62,03,46923,46545
1973,2,62,04,46814,46970
1973,2,62,05,59247,60777
1973,2,62,06,75054,75304
1973,2,62,07,57656,55906
1973,2,62,08,43936,43329
1973,2,62,09,42046,42629
1973,2,62,10,46687,47470
1973,2,62,11,53386,53388
1973,2,62,12,47570,47725
1973,2,62,13,47442,47456
1973,2,62,14,40749,40160
1973,2,62,15,32111,31790
1973,2,62,16,23158,22921
1973,2,62,17,14761,14477
1973,2,62,18,6711,6550
1973,2,62,21,2151,2059
1973,2,63,01,46490,46615
1973,2,63,02,50548,50485
1973,2,63,03,44860,44473
1973,2,63,04,44863,45061
1973,2,63,05,49843,50679
1973,2,63,06,55899,55808
1973,2,63,07,46120,44948
1973,2,63,08,39642,39104
1973,2,63,09,39366,39924
1973,2,63,10,42635,42859
1973,2,63,11,45806,45483
1973,2,63,12,42808,43232
1973,2,63,13,43845,43838
1973,2,63,14,40419,39919
1973,2,63,15,33205,32898
1973,2,63,16,24624,24262
1973,2,63,17,15333,15088
1973,2,63,18,7678,7589
1973,2,63,21,2767,2660
1973,2,64,01,30928,31089
1973,2,64,02,34426,34373
1973,2,64,03,30428,30298
1973,2,64,04,31141,31292
1973,2,64,05,32139,32607
1973,2,64,06,34811,34621
1973,2,64,07,28887,28280
1973,2,64,08,25028,24802
1973,2,64,09,25422,25749
1973,2,64,10,27718,27989
1973,2,64,11,30718,30662
1973,2,64,12,28626,28888
1973,2,64,13,28954,28944
1973,2,64,14,26629,26427
1973,2,64,15,22086,21799
1973,2,64,16,15770,15538
1973,2,64,17,9257,9099
1973,2,64,18,4180,4106
1973,2,64,21,1307,1275
1973,2,65,01,59515,60134
1973,2,65,02,68270,68311
1973,2,65,03,60641,60258
1973,2,65,04,60325,60748
1973,2,65,05,63566,64750
1973,2,65,06,72689,72430
1973,2,65,07,58561,57121
1973,2,65,08,49447,48959
1973,2,65,09,50122,50759
1973,2,65,10,54437,55026
1973,2,65,11,61720,61703
1973,2,65,12,57008,57232
1973,2,65,13,57296,57368
1973,2,65,14,52148,51554
1973,2,65,15,43402,43109
1973,2,65,16,31212,30739
1973,2,65,17,18411,18042
1973,2,65,18,7908,7752
1973,2,65,21,2497,2413
1973,2,66,01,50295,50659
1973,2,66,02,54192,54148
1973,2,66,03,47443,46993
1973,2,66,04,47417,47627
1973,2,66,05,53058,54045
1973,2,66,06,59935,59498
1973,2,66,07,47634,46377
1973,2,66,08,40352,40037
1973,2,66,09,40616,40996
1973,2,66,10,43418,43892
1973,2,66,11,48312,48137
1973,2,66,12,44963,45171
1973,2,66,13,44778,44741
1973,2,66,14,39772,39431
1973,2,66,15,33047,32736
1973,2,66,16,24319,23943
1973,2,66,17,14744,14430
1973,2,66,18,6860,6703
1973,2,66,21,2246,2164
1974,1,61,01,29806,29571
1974,1,61,02,33376,33709
1974,1,61,03,32477,32200
1974,1,61,04,33577,33698
1974,1,61,05,33305,33727
1974,1,61,06,35636,35430
1974,1,61,07,30457,29531
1974,1,61,08,26225,26036
1974,1,61,09,25881,25992
1974,1,61,10,27316,27579
1974,1,61,11,30135,30054
1974,1,61,12,27478,27737
1974,1,61,13,27283,27304
1974,1,61,14,23669,23415
1974,1,61,15,17775,17633
1974,1,61,16,11486,11374
1974,1,61,17,6095,6041
1974,1,61,18,2424,2403
1974,1,61,21,694,678
1974,1,62,01,55043,54946
1974,1,62,02,54282,55381
1974,1,62,03,51671,50669
1974,1,62,04,48087,47908
1974,1,62,05,53885,54714
1974,1,62,06,72296,73866
1974,1,62,07,66410,64446
1974,1,62,08,48695,47648
1974,1,62,09,42114,42199
1974,1,62,10,43671,44561
1974,1,62,11,50519,50572
1974,1,62,12,43513,43508
1974,1,62,13,40323,40479
1974,1,62,14,31779,31223
1974,1,62,15,21831,21462
1974,1,62,16,13337,13247
1974,1,62,17,7218,7195
1974,1,62,18,2939,2922
1974,1,62,21,844,809
1974,1,63,01,49432,49194
1974,1,63,02,53026,53388
1974,1,63,03,48802,47977
1974,1,63,04,47362,47292
1974,1,63,05,50473,50998
1974,1,63,06,58443,58908
1974,1,63,07,52832,51228
1974,1,63,08,42596,42028
1974,1,63,09,39685,39727
1974,1,63,10,41804,42134
1974,1,63,11,46055,45993
1974,1,63,12,41358,41682
1974,1,63,13,42058,42163
1974,1,63,14,36921,36490
1974,1,63,15,27736,27380
1974,1,63,16,18542,18302
1974,1,63,17,10176,10066
1974,1,63,18,4701,4736
1974,1,63,21,1631,1618
1974,1,64,01,33050,33004
1974,1,64,02,35419,35759
1974,1,64,03,32962,32554
1974,1,64,04,32610,32662
1974,1,64,05,33109,33554
1974,1,64,06,36967,37217
1974,1,64,07,32297,31364
1974,1,64,08,26410,26065
1974,1,64,09,24848,24984
1974,1,64,10,26657,26989
1974,1,64,11,30478,30656
1974,1,64,12,28538,28670
1974,1,64,13,28683,28802
1974,1,64,14,25119,24906
1974,1,64,15,19408,19165
1974,1,64,16,12536,12410
1974,1,64,17,6690,6640
1974,1,64,18,2952,2938
1974,1,64,21,910,876
1974,1,65,01,63244,63117
1974,1,65,02,69642,70717
1974,1,65,03,66045,65005
1974,1,65,04,63938,63832
1974,1,65,05,65656,66617
1974,1,65,06,76704,77343
1974,1,65,07,66782,64676
1974,1,65,08,53046,52124
1974,1,65,09,49876,50340
1974,1,65,10,53305,53875
1974,1,65,11,61571,61731
1974,1,65,12,56280,56697
1974,1,65,13,56523,56747
1974,1,65,14,49643,49054
1974,1,65,15,37846,37572
1974,1,65,16,25182,24935
1974,1,65,17,13367,13231
1974,1,65,18,5392,5401
1974,1,65,21,1604,1574
1974,1,66,01,52763,52869
1974,1,66,02,56064,56577
1974,1,66,03,51424,50724
1974,1,66,04,50177,50051
1974,1,66,05,53173,54136
1974,1,66,06,63774,63999
1974,1,66,07,55073,53655
1974,1,66,08,44189,43434
1974,1,66,09,40794,41077
1974,1,66,10,43211,43739
1974,1,66,11,48919,48936
